posteam,qtr,down,play_type,pass_length_numerical_mean,pass_length_numerical_count,pass_length_numerical_std,pass_location_numerical_mean,pass_location_numerical_count,pass_location_numerical_std,run_location_numerical_mean,run_location_numerical_count,run_location_numerical_std
LA,2,1,pass,0.704142012,169,0.457783874,0.526627219,169,0.444075937,1,169,0
LA,2,1,run,0,165,0,1,165,0,0.509090909,165,0.429381032
LA,2,2,pass,0.808641975,162,0.394589977,0.533950617,162,0.449729191,1,162,0
LA,2,2,run,0,78,0,1,78,0,0.474358974,78,0.410079466
LA,2,3,pass,0.759124088,137,0.429184374,0.547445255,137,0.449195407,1,137,0
LA,2,3,run,0,26,0,1,26,0,0.576923077,26,0.365849906
LA,2,4,pass,1,5,0,0.8,5,0.447213595,1,5,0
LA,2,4,run,0,7,0,1,7,0,0.428571429,7,0.34503278
LA,3,1,pass,0.682119205,151,0.467202468,0.51986755,151,0.446769123,1,151,0
LA,3,1,run,0,175,0,1,175,0,0.437142857,175,0.417357391
LA,3,2,pass,0.713235294,136,0.453922627,0.547794118,136,0.442545986,1,136,0
LA,3,2,run,0,94,0,1,94,0,0.393617021,94,0.426742729
LA,3,3,pass,0.79047619,105,0.408920674,0.576190476,105,0.414757531,1,105,0
LA,3,3,run,0,26,0,1,26,0,0.442307692,26,0.382803424
LA,3,4,pass,0.75,4,0.5,0.5,4,0.577350269,1,4,0
LA,3,4,run,0,1,,1,1,,0,1,
LA,4,1,pass,0.763888889,144,0.426173593,0.534722222,144,0.452857199,1,144,0
LA,4,1,run,0,169,0,1,169,0,0.50887574,169,0.441430888
LA,4,2,pass,0.842465753,146,0.365557791,0.506849315,146,0.451000043,1,146,0
LA,4,2,run,0,117,0,1,117,0,0.542735043,117,0.428372268
LA,4,3,pass,0.75,128,0.434714134,0.59375,128,0.429016454,1,128,0
LA,4,3,run,0,53,0,1,53,0,0.443396226,53,0.423587896
LA,4,4,pass,0.611111111,18,0.501631326,0.638888889,18,0.447396243,1,18,0
LA,4,4,run,0,8,0,1,8,0,0.625,8,0.353553391
LAC,1,1,pass,0.693333333,75,0.464214924,0.56,75,0.457372047,1,75,0
LAC,1,1,run,0,117,0,1,117,0,0.457264957,117,0.407751665
LAC,1,2,pass,0.810126582,79,0.394706946,0.525316456,79,0.415244245,1,79,0
LAC,1,2,run,0,50,0,1,50,0,0.51,50,0.410201543
LAC,1,3,pass,0.757142857,70,0.431905595,0.521428571,70,0.403209176,1,70,0
LAC,1,3,run,0,9,0,1,9,0,0.555555556,9,0.166666667
LAC,1,4,pass,1,1,,1,1,,1,1,
LAC,1,4,run,0,2,0,1,2,0,0.5,2,0
LAC,2,1,pass,0.717391304,138,0.451908046,0.460144928,138,0.423151171,1,138,0
LAC,2,1,run,0,114,0,1,114,0,0.5,114,0.415411088
LAC,2,2,pass,0.801587302,126,0.400396629,0.535714286,126,0.420373983,1,126,0
LAC,2,2,run,0,54,0,1,54,0,0.481481481,54,0.400034939
LAC,2,3,pass,0.804597701,87,0.398808705,0.471264368,87,0.440377229,1,87,0
LAC,2,3,run,0,17,0,1,17,0,0.558823529,17,0.348315273
LAC,2,4,pass,1,1,,0,1,,1,1,
LAC,2,4,run,0,3,0,1,3,0,0,3,0
LAC,3,1,pass,0.833333333,90,0.374765844,0.488888889,90,0.467949014,1,90,0
LAC,3,1,run,0,119,0,1,119,0,0.474789916,119,0.426101461
LAC,3,2,pass,0.811111111,90,0.39361318,0.538888889,90,0.444869491,1,90,0
LAC,3,2,run,0,51,0,1,51,0,0.5,51,0.412310563
LAC,3,3,pass,0.767123288,73,0.425589393,0.575342466,73,0.446212711,1,73,0
LAC,3,3,run,0,13,0,1,13,0,0.615384615,13,0.362505526
LAC,3,4,pass,0,2,0,0.5,2,0.707106781,1,2,0
LAC,3,4,run,0,2,0,1,2,0,0.25,2,0.353553391
LAC,4,1,pass,0.79787234,94,0.403740235,0.526595745,94,0.448216425,1,94,0
LAC,4,1,run,0,120,0,1,120,0,0.433333333,120,0.414715319
LAC,4,2,pass,0.818181818,88,0.38790491,0.511363636,88,0.428692698,1,88,0
LAC,4,2,run,0,78,0,1,78,0,0.423076923,78,0.395403157
LAC,4,3,pass,0.831168831,77,0.377059168,0.545454545,77,0.445605872,1,77,0
LAC,4,3,run,0,17,0,1,17,0,0.470588235,17,0.277859465
LAC,4,4,pass,0.8,5,0.447213595,0.8,5,0.273861279,1,5,0
LAC,4,4,run,0,4,0,1,4,0,0.5,4,0
LAC,5,1,pass,1,1,,0,1,,1,1,
LAC,5,2,pass,0,1,,1,1,,1,1,
MIA,1,1,pass,0.822966507,418,0.382154443,0.539473684,418,0.454391532,1,418,0
MIA,1,1,run,0,544,0,1,544,0,0.511029412,544,0.428999057
MIA,1,2,pass,0.809392265,362,0.39332402,0.538674033,362,0.451094586,1,362,0
MIA,1,2,run,0,369,0,1,369,0,0.460704607,369,0.424072571
MIA,1,3,pass,0.721621622,370,0.448807595,0.577027027,370,0.440358101,1,370,0
MIA,1,3,run,0,83,0,1,83,0,0.427710843,83,0.399180029
MIA,1,4,pass,0.8,5,0.447213595,0.6,5,0.547722558,1,5,0
MIA,1,4,run,0,12,0,1,12,0,0.666666667,12,0.325669474
MIA,2,1,pass,0.752459016,610,0.43193784,0.568032787,610,0.447446026,1,610,0
MIA,2,1,run,0,549,0,1,549,0,0.483606557,549,0.428995727
MIA,2,2,pass,0.771317829,516,0.420391643,0.569767442,516,0.439523953,1,516,0
MIA,2,2,run,0,371,0,1,371,0,0.471698113,371,0.43790913
MIA,2,3,pass,0.765100671,447,0.424410883,0.55033557,447,0.439418311,1,447,0
MIA,2,3,run,0,102,0,1,102,0,0.549019608,102,0.375682902
MIA,2,4,pass,0.571428571,7,0.534522484,0.714285714,7,0.487950036,1,7,0
MIA,2,4,run,0,10,0,1,10,0,0.6,10,0.394405319
MIA,3,1,pass,0.779697624,463,0.414898824,0.595032397,463,0.447016503,1,463,0
MIA,3,1,run,0,550,0,1,550,0,0.512727273,550,0.435055236
MIA,3,2,pass,0.796208531,422,0.403293842,0.578199052,422,0.445135842,1,422,0
MIA,3,2,run,0,327,0,1,327,0,0.490825688,327,0.41064246
MIA,3,3,pass,0.734848485,396,0.441972251,0.568181818,396,0.44766367,1,396,0
MIA,3,3,run,0,84,0,1,84,0,0.547619048,84,0.400444389
MIA,3,4,pass,0.833333333,12,0.389249472,0.5,12,0.476731295,1,12,0
MIA,3,4,run,0,11,0,1,11,0,0.636363636,11,0.233549683
MIA,4,1,pass,0.71496063,635,0.451789072,0.570866142,635,0.449870335,1,635,0
MIA,4,1,run,0,459,0,1,459,0,0.532679739,459,0.424443648
MIA,4,2,pass,0.75711575,527,0.429233148,0.588235294,527,0.447101053,1,527,0
MIA,4,2,run,0,309,0,1,309,0,0.525889968,309,0.414011419
MIA,4,3,pass,0.727272727,440,0.445868729,0.576136364,440,0.431397136,1,440,0
MIA,4,3,run,0,125,0,1,125,0,0.488,125,0.408893077
MIA,4,4,pass,0.5625,80,0.499208234,0.55,80,0.447213595,1,80,0
MIA,4,4,run,0,16,0,1,16,0,0.59375,16,0.417083125
MIA,5,1,pass,0.555555556,9,0.527046277,0.888888889,9,0.220479276,1,9,0
MIA,5,1,run,0,21,0,1,21,0,0.428571429,21,0.455129495
MIA,5,2,pass,0.785714286,14,0.425815314,0.571428571,14,0.474631147,1,14,0
MIA,5,2,run,0,11,0,1,11,0,0.5,11,0.316227766
MIA,5,3,pass,0.571428571,7,0.534522484,0.714285714,7,0.267261242,1,7,0
MIA,5,3,run,0,4,0,1,4,0,0.75,4,0.5
MIN,1,1,pass,0.775193798,387,0.417995031,0.612403101,387,0.446229062,1,387,0
MIN,1,1,run,0,638,0,1,638,0,0.498432602,638,0.42488974
MIN,1,2,pass,0.758530184,381,0.428537221,0.585301837,381,0.454444978,1,381,0
MIN,1,2,run,0,382,0,1,382,0,0.513089005,382,0.426899199
MIN,1,3,pass,0.763636364,385,0.42540088,0.554545455,385,0.441512981,1,385,0
MIN,1,3,run,0,81,0,1,81,0,0.487654321,81,0.395089457
MIN,1,4,pass,1,6,0,0.333333333,6,0.40824829,1,6,0
MIN,1,4,run,0,9,0,1,9,0,0.277777778,9,0.363241579
MIN,2,1,pass,0.760399334,601,0.427195319,0.58985025,601,0.437127149,1,601,0
MIN,2,1,run,0,571,0,1,571,0,0.515761821,571,0.417507524
MIN,2,2,pass,0.80669145,538,0.395260353,0.572490706,538,0.444651355,1,538,0
MIN,2,2,run,0,338,0,1,338,0,0.50739645,338,0.421004553
MIN,2,3,pass,0.747228381,451,0.435083735,0.566518847,451,0.438442786,1,451,0
MIN,2,3,run,0,103,0,1,103,0,0.59223301,103,0.406729982
MIN,2,4,pass,0.714285714,7,0.487950036,0.571428571,7,0.449867705,1,7,0
MIN,2,4,run,0,12,0,1,12,0,0.583333333,12,0.358870281
MIN,3,1,pass,0.761538462,390,0.426690128,0.569230769,390,0.44384036,1,390,0
MIN,3,1,run,0,600,0,1,600,0,0.533333333,600,0.414336836
MIN,3,2,pass,0.791366906,417,0.406819633,0.534772182,417,0.452678469,1,417,0
MIN,3,2,run,0,314,0,1,314,0,0.496815287,314,0.424854101
MIN,3,3,pass,0.741847826,368,0.438213936,0.557065217,368,0.44077474,1,368,0
MIN,3,3,run,0,84,0,1,84,0,0.553571429,84,0.410831196
MIN,3,4,pass,0.777777778,9,0.440958552,0.666666667,9,0.353553391,1,9,0
MIN,3,4,run,0,3,0,1,3,0,0.833333333,3,0.288675135
MIN,4,1,pass,0.725457571,601,0.44665516,0.575707155,601,0.423881517,1,601,0
MIN,4,1,run,0,510,0,1,510,0,0.506862745,510,0.415150174
MIN,4,2,pass,0.808795411,523,0.393626282,0.600382409,523,0.439827386,1,523,0
MIN,4,2,run,0,370,0,1,370,0,0.491891892,370,0.422842606
MIN,4,3,pass,0.742459397,431,0.437787761,0.547563805,431,0.442705587,1,431,0
MIN,4,3,run,0,145,0,1,145,0,0.486206897,145,0.399412883
MIN,4,4,pass,0.722222222,72,0.451046427,0.5625,72,0.419065863,1,72,0
MIN,4,4,run,0,23,0,1,23,0,0.608695652,23,0.335631079
MIN,5,1,pass,0.666666667,12,0.492365964,0.583333333,12,0.417423555,1,12,0
MIN,5,1,run,0,21,0,1,21,0,0.428571429,21,0.426781978
MIN,5,2,pass,0.818181818,11,0.404519917,0.636363636,11,0.504524979,1,11,0
MIN,5,2,run,0,11,0,1,11,0,0.545454545,11,0.350324525
MIN,5,3,pass,0.714285714,7,0.487950036,0.428571429,7,0.449867705,1,7,0
MIN,5,3,run,0,6,0,1,6,0,0.416666667,6,0.49159604
NE,1,1,pass,0.795008913,561,0.404055391,0.462566845,561,0.438572978,1,561,0
NE,1,1,run,0,537,0,1,537,0,0.48603352,537,0.437609797
NE,1,2,pass,0.85915493,426,0.348270672,0.476525822,426,0.427758201,1,426,0
NE,1,2,run,0,360,0,1,360,0,0.461111111,360,0.408665044
NE,1,3,pass,0.739130435,368,0.439706744,0.480978261,368,0.422032347,1,368,0
NE,1,3,run,0,91,0,1,91,0,0.5,91,0.387298335
NE,1,4,pass,1,5,0,0.3,5,0.447213595,1,5,0
NE,1,4,run,0,14,0,1,14,0,0.464285714,14,0.414370965
NE,2,1,pass,0.763157895,722,0.425439318,0.473684211,722,0.439076069,1,722,0
NE,2,1,run,0,583,0,1,583,0,0.481132075,583,0.419237675
NE,2,2,pass,0.837837838,629,0.36889286,0.482511924,629,0.432198555,1,629,0
NE,2,2,run,0,344,0,1,344,0,0.444767442,344,0.400257138
NE,2,3,pass,0.775700935,428,0.417608026,0.511682243,428,0.427238803,1,428,0
NE,2,3,run,0,142,0,1,142,0,0.426056338,142,0.399233233
NE,2,4,pass,0.714285714,14,0.468807231,0.785714286,14,0.377964473,1,14,0
NE,2,4,run,0,11,0,1,11,0,0.636363636,11,0.393122697
NE,3,1,pass,0.779388084,621,0.414993524,0.483091787,621,0.431749001,1,621,0
NE,3,1,run,0,600,0,1,600,0,0.473333333,600,0.432551411
NE,3,2,pass,0.821568627,510,0.383251381,0.456862745,510,0.435531381,1,510,0
NE,3,2,run,0,344,0,1,344,0,0.459302326,344,0.426629042
NE,3,3,pass,0.77581864,397,0.417568294,0.532745592,397,0.419157125,1,397,0
NE,3,3,run,0,86,0,1,86,0,0.51744186,86,0.416199008
NE,3,4,pass,0.818181818,11,0.404519917,0.5,11,0.5,1,11,0
NE,3,4,run,0,8,0,1,8,0,0.375,8,0.353553391
NE,4,1,pass,0.755424063,507,0.430260018,0.50887574,507,0.430346076,1,507,0
NE,4,1,run,0,652,0,1,652,0,0.439417178,652,0.428186937
NE,4,2,pass,0.813765182,494,0.389690668,0.497975709,494,0.424880309,1,494,0
NE,4,2,run,0,385,0,1,385,0,0.466233766,385,0.427142391
NE,4,3,pass,0.751308901,382,0.432821257,0.515706806,382,0.432916494,1,382,0
NE,4,3,run,0,165,0,1,165,0,0.487878788,165,0.448410183
NE,4,4,pass,0.7,50,0.46291005,0.51,50,0.384521967,1,50,0
NE,4,4,run,0,27,0,1,27,0,0.481481481,27,0.353049394
NE,5,1,pass,0.636363636,11,0.504524979,0.318181818,11,0.404519917,1,11,0
NE,5,1,run,0,7,0,1,7,0,0.357142857,7,0.475594866
NE,5,2,pass,0.916666667,12,0.288675135,0.583333333,12,0.468718433,1,12,0
NE,5,2,run,0,3,0,1,3,0,0.333333333,3,0.288675135
NE,5,3,pass,0.875,8,0.353553391,0.4375,8,0.495515604,1,8,0
NO,1,1,pass,0.82,550,0.384537193,0.513636364,550,0.460948036,1,550,0
NO,1,1,run,0,545,0,1,545,0,0.542201835,545,0.464808147
NO,1,2,pass,0.845511482,479,0.361794255,0.511482255,479,0.45895745,1,479,0
NO,1,2,run,0,330,0,1,330,0,0.510606061,330,0.47011891
NO,1,3,pass,0.771573604,394,0.420352525,0.503807107,394,0.444772548,1,394,0
NO,1,3,run,0,73,0,1,73,0,0.534246575,73,0.451300337
NO,1,4,pass,0.875,8,0.353553391,0.625,8,0.44320263,1,8,0
NO,1,4,run,0,14,0,1,14,0,0.607142857,14,0.446291188
NO,2,1,pass,0.789677419,775,0.407800902,0.529032258,775,0.444019656,1,775,0
NO,2,1,run,0,519,0,1,519,0,0.480732177,519,0.472827937
NO,2,2,pass,0.793261868,653,0.405276457,0.516845329,653,0.438406732,1,653,0
NO,2,2,run,0,262,0,1,262,0,0.5,262,0.473432076
NO,2,3,pass,0.739420935,449,0.439440212,0.516703786,449,0.440992999,1,449,0
NO,2,3,run,0,86,0,1,86,0,0.412790698,86,0.421425176
NO,2,4,pass,0.777777778,9,0.440958552,0.555555556,9,0.527046277,1,9,0
NO,2,4,run,0,11,0,1,11,0,0.454545455,11,0.471939904
NO,3,1,pass,0.779270633,521,0.415136963,0.554702495,521,0.449766989,1,521,0
NO,3,1,run,0,586,0,1,586,0,0.534129693,586,0.461912424
NO,3,2,pass,0.804,500,0.397366078,0.521,500,0.4488451,1,500,0
NO,3,2,run,0,296,0,1,296,0,0.511824324,296,0.46471648
NO,3,3,pass,0.763586957,368,0.425457168,0.55298913,368,0.424767004,1,368,0
NO,3,3,run,0,86,0,1,86,0,0.488372093,86,0.453591836
NO,3,4,pass,0.875,8,0.353553391,0.4375,8,0.495515604,1,8,0
NO,3,4,run,0,17,0,1,17,0,0.558823529,17,0.348315273
NO,4,1,pass,0.804043546,643,0.39724418,0.539657854,643,0.435458588,1,643,0
NO,4,1,run,0,595,0,1,595,0,0.559663866,595,0.459892999
NO,4,2,pass,0.828621908,566,0.377172351,0.524734982,566,0.441545376,1,566,0
NO,4,2,run,0,394,0,1,394,0,0.519035533,394,0.459857356
NO,4,3,pass,0.718009479,422,0.450502828,0.58056872,422,0.433898155,1,422,0
NO,4,3,run,0,140,0,1,140,0,0.528571429,140,0.431541609
NO,4,4,pass,0.795918367,49,0.407205509,0.602040816,49,0.45620253,1,49,0
NO,4,4,run,0,26,0,1,26,0,0.653846154,26,0.44202332
NO,5,1,pass,0.857142857,21,0.358568583,0.452380952,21,0.497613352,1,21,0
NO,5,1,run,0,15,0,1,15,0,0.533333333,15,0.480575052
NO,5,2,pass,0.866666667,15,0.351865775,0.633333333,15,0.399404318,1,15,0
NO,5,2,run,0,11,0,1,11,0,0.545454545,11,0.522232968
NO,5,3,pass,0.9,10,0.316227766,0.55,10,0.437797518,1,10,0
NYG,1,1,pass,0.812765957,470,0.390514952,0.573404255,470,0.429998644,1,470,0
NYG,1,1,run,0,563,0,1,563,0,0.482238011,563,0.447059153
NYG,1,2,pass,0.808056872,422,0.394296049,0.531990521,422,0.435421351,1,422,0
NYG,1,2,run,0,353,0,1,353,0,0.511331445,353,0.445796893
NYG,1,3,pass,0.75879397,398,0.428353479,0.536432161,398,0.41756682,1,398,0
NYG,1,3,run,0,79,0,1,79,0,0.525316456,79,0.437788251
NYG,1,4,pass,0.857142857,7,0.377964473,0.785714286,7,0.267261242,1,7,0
NYG,1,4,run,0,8,0,1,8,0,0.5625,8,0.41726148
NYG,2,1,pass,0.755725191,655,0.429984763,0.526717557,655,0.43505148,1,655,0
NYG,2,1,run,0,533,0,1,533,0,0.519699812,533,0.427097108
NYG,2,2,pass,0.809187279,566,0.393289342,0.521201413,566,0.434661058,1,566,0
NYG,2,2,run,0,326,0,1,326,0,0.495398773,326,0.43762681
NYG,2,3,pass,0.747276688,459,0.435047796,0.535947712,459,0.429930589,1,459,0
NYG,2,3,run,0,95,0,1,95,0,0.536842105,95,0.407653543
NYG,2,4,pass,0.833333333,12,0.389249472,0.625,12,0.48265365,1,12,0
NYG,2,4,run,0,9,0,1,9,0,0.555555556,9,0.39086798
NYG,3,1,pass,0.781395349,430,0.41378114,0.529069767,430,0.443514855,1,430,0
NYG,3,1,run,0,550,0,1,550,0,0.497272727,550,0.441981606
NYG,3,2,pass,0.777777778,414,0.416242722,0.518115942,414,0.439056137,1,414,0
NYG,3,2,run,0,320,0,1,320,0,0.5015625,320,0.42914663
NYG,3,3,pass,0.764102564,390,0.425103755,0.532051282,390,0.423746781,1,390,0
NYG,3,3,run,0,75,0,1,75,0,0.466666667,75,0.445194562
NYG,3,4,pass,0.944444444,18,0.23570226,0.472222222,18,0.436302048,1,18,0
NYG,3,4,run,0,10,0,1,10,0,0.7,10,0.349602949
NYG,4,1,pass,0.760834671,623,0.426916647,0.531300161,623,0.421754959,1,623,0
NYG,4,1,run,0,523,0,1,523,0,0.508604207,523,0.432650393
NYG,4,2,pass,0.762430939,543,0.425986139,0.523941068,543,0.434212113,1,543,0
NYG,4,2,run,0,341,0,1,341,0,0.504398827,341,0.441399518
NYG,4,3,pass,0.722972973,444,0.448034775,0.557432432,444,0.428355754,1,444,0
NYG,4,3,run,0,114,0,1,114,0,0.495614035,114,0.428496105
NYG,4,4,pass,0.738461538,65,0.44289259,0.523076923,65,0.418617229,1,65,0
NYG,4,4,run,0,15,0,1,15,0,0.533333333,15,0.399404318
NYG,5,1,pass,0.9,10,0.316227766,0.4,10,0.394405319,1,10,0
NYG,5,1,run,0,7,0,1,7,0,0.642857143,7,0.475594866
NYG,5,2,pass,0.75,4,0.5,0.375,4,0.478713554,1,4,0
NYG,5,2,run,0,7,0,1,7,0,0.5,7,0.5
NYG,5,3,pass,0.625,8,0.51754917,0.375,8,0.353553391,1,8,0
NYG,5,3,run,0,1,,1,1,,0,1,
NYG,5,4,pass,0.333333333,3,0.577350269,0,3,0,1,3,0
NYJ,1,1,pass,0.766381766,351,0.42373612,0.592592593,351,0.451159588,1,351,0
NYJ,1,1,run,0,637,0,1,637,0,0.530612245,637,0.430103581
NYJ,1,2,pass,0.806267806,351,0.395785695,0.558404558,351,0.458421847,1,351,0
NYJ,1,2,run,0,416,0,1,416,0,0.525240385,416,0.412120511
NYJ,1,3,pass,0.76119403,402,0.426885218,0.584577114,402,0.437130687,1,402,0
NYJ,1,3,run,0,101,0,1,101,0,0.524752475,101,0.40851094
NYJ,1,4,pass,1,3,0,0.333333333,3,0.577350269,1,3,0
NYJ,1,4,run,0,15,0,1,15,0,0.566666667,15,0.371611676
NYJ,2,1,pass,0.739726027,511,0.439214008,0.5518591,511,0.44142313,1,511,0
NYJ,2,1,run,0,628,0,1,628,0,0.566082803,628,0.429211591
NYJ,2,2,pass,0.744402985,536,0.436603734,0.582089552,536,0.431012847,1,536,0
NYJ,2,2,run,0,373,0,1,373,0,0.533512064,373,0.430150946
NYJ,2,3,pass,0.694570136,442,0.46111117,0.567873303,442,0.423150373,1,442,0
NYJ,2,3,run,0,144,0,1,144,0,0.597222222,144,0.384479385
NYJ,2,4,pass,0.888888889,9,0.333333333,0.666666667,9,0.433012702,1,9,0
NYJ,2,4,run,0,13,0,1,13,0,0.461538462,13,0.379777263
NYJ,3,1,pass,0.71875,384,0.45019578,0.555989583,384,0.448514298,1,384,0
NYJ,3,1,run,0,660,0,1,660,0,0.552272727,660,0.423058075
NYJ,3,2,pass,0.769931663,439,0.421356523,0.564920273,439,0.445422616,1,439,0
NYJ,3,2,run,0,359,0,1,359,0,0.532033426,359,0.419102578
NYJ,3,3,pass,0.743142145,401,0.437446114,0.563591022,401,0.441951437,1,401,0
NYJ,3,3,run,0,100,0,1,100,0,0.565,100,0.366907634
NYJ,3,4,pass,1,7,0,0.571428571,7,0.534522484,1,7,0
NYJ,3,4,run,0,11,0,1,11,0,0.454545455,11,0.350324525
NYJ,4,1,pass,0.770794824,541,0.420710506,0.545286506,541,0.432778449,1,541,0
NYJ,4,1,run,0,571,0,1,571,0,0.557793345,571,0.427339422
NYJ,4,2,pass,0.737373737,495,0.440506209,0.537373737,495,0.436350771,1,495,0
NYJ,4,2,run,0,385,0,1,385,0,0.561038961,385,0.418689624
NYJ,4,3,pass,0.69451074,419,0.461164987,0.556085919,419,0.446763965,1,419,0
NYJ,4,3,run,0,177,0,1,177,0,0.533898305,177,0.40449611
NYJ,4,4,pass,0.605633803,71,0.492192565,0.584507042,71,0.439040476,1,71,0
NYJ,4,4,run,0,17,0,1,17,0,0.588235294,17,0.363803438
NYJ,5,1,pass,0.846153846,13,0.375533808,0.423076923,13,0.493548117,1,13,0
NYJ,5,1,run,0,33,0,1,33,0,0.621212121,33,0.43355909
NYJ,5,2,pass,0.545454545,22,0.509647191,0.545454545,22,0.460566186,1,22,0
NYJ,5,2,run,0,18,0,1,18,0,0.444444444,18,0.481690921
NYJ,5,3,pass,0.8125,16,0.403112887,0.59375,16,0.490535422,1,16,0
NYJ,5,3,run,0,5,0,1,5,0,0.2,5,0.273861279
NYJ,5,4,pass,1,1,,0.5,1,,1,1,
OAK,1,1,pass,0.748148148,405,0.434613494,0.541975309,405,0.451308383,1,405,0
OAK,1,1,run,0,534,0,1,534,0,0.473782772,534,0.420249543
OAK,1,2,pass,0.846820809,346,0.360681733,0.554913295,346,0.445449284,1,346,0
OAK,1,2,run,0,382,0,1,382,0,0.506544503,382,0.418513927
OAK,1,3,pass,0.766497462,394,0.42359712,0.588832487,394,0.421710026,1,394,0
OAK,1,3,run,0,85,0,1,85,0,0.494117647,85,0.373959809
OAK,1,4,pass,0.6,10,0.516397779,0.75,10,0.263523138,1,10,0
OAK,1,4,run,0,10,0,1,10,0,0.5,10,0.471404521
OAK,2,1,pass,0.755852843,598,0.429940035,0.544314381,598,0.438085658,1,598,0
OAK,2,1,run,0,545,0,1,545,0,0.462385321,545,0.406696924
OAK,2,2,pass,0.811359026,493,0.391620537,0.539553753,493,0.422869365,1,493,0
OAK,2,2,run,0,384,0,1,384,0,0.486979167,384,0.406972186
OAK,2,3,pass,0.743362832,452,0.437261404,0.576327434,452,0.433151458,1,452,0
OAK,2,3,run,0,127,0,1,127,0,0.468503937,127,0.354942604
OAK,2,4,pass,0.5,10,0.527046277,0.6,10,0.516397779,1,10,0
OAK,2,4,run,0,15,0,1,15,0,0.433333333,15,0.319970237
OAK,3,1,pass,0.728033473,478,0.44543892,0.559623431,478,0.439293153,1,478,0
OAK,3,1,run,0,532,0,1,532,0,0.477443609,532,0.413358217
OAK,3,2,pass,0.788804071,393,0.408677365,0.53307888,393,0.44196331,1,393,0
OAK,3,2,run,0,366,0,1,366,0,0.469945355,366,0.412707064
OAK,3,3,pass,0.768115942,414,0.422545986,0.560386473,414,0.430356399,1,414,0
OAK,3,3,run,0,79,0,1,79,0,0.53164557,79,0.369873264
OAK,3,4,pass,0.666666667,6,0.516397779,0.833333333,6,0.40824829,1,6,0
OAK,3,4,run,0,10,0,1,10,0,0.7,10,0.349602949
OAK,4,1,pass,0.742937853,708,0.437322911,0.555084746,708,0.428562438,1,708,0
OAK,4,1,run,0,459,0,1,459,0,0.495642702,459,0.396467165
OAK,4,2,pass,0.771126761,568,0.420477764,0.533450704,568,0.445166946,1,568,0
OAK,4,2,run,0,292,0,1,292,0,0.446917808,292,0.390731212
OAK,4,3,pass,0.719646799,453,0.449668372,0.537527594,453,0.442143889,1,453,0
OAK,4,3,run,0,97,0,1,97,0,0.515463918,97,0.398261902
OAK,4,4,pass,0.7125,80,0.455452203,0.54375,80,0.437149498,1,80,0
OAK,4,4,run,0,23,0,1,23,0,0.52173913,23,0.319027673
OAK,5,1,pass,0.714285714,14,0.468807231,0.321428571,14,0.420948693,1,14,0
OAK,5,1,run,0,10,0,1,10,0,0.65,10,0.411636301
OAK,5,2,pass,0.818181818,11,0.404519917,0.590909091,11,0.436931449,1,11,0
OAK,5,2,run,0,6,0,1,6,0,0.5,6,0
OAK,5,3,pass,0.636363636,11,0.504524979,0.5,11,0.5,1,11,0
OAK,5,3,run,0,2,0,1,2,0,0.75,2,0.353553391
OAK,5,4,pass,1,1,,0.5,1,,1,1,
PHI,1,1,pass,0.781885397,541,0.413347842,0.563770795,541,0.450411145,1,541,0
PHI,1,1,run,0,540,0,1,540,0,0.467592593,540,0.431124152
PHI,1,2,pass,0.757978723,376,0.428877803,0.530585106,376,0.454307594,1,376,0
PHI,1,2,run,0,390,0,1,390,0,0.474358974,390,0.429454098
PHI,1,3,pass,0.688654354,379,0.463655859,0.536939314,379,0.433342032,1,379,0
PHI,1,3,run,0,103,0,1,103,0,0.475728155,103,0.398395315
PHI,1,4,pass,0.75,8,0.46291005,0.375,8,0.44320263,1,8,0
PHI,1,4,run,0,13,0,1,13,0,0.5,13,0.288675135
PHI,2,1,pass,0.737046632,772,0.440522721,0.531735751,772,0.451216074,1,772,0
PHI,2,1,run,0,508,0,1,508,0,0.496062992,508,0.425962481
PHI,2,2,pass,0.744347826,575,0.436606989,0.56,575,0.446979799,1,575,0
PHI,2,2,run,0,387,0,1,387,0,0.447028424,387,0.427863964
